ID de Usuario,ID de Filme,MovieID,T+AO0-tulo,Ano,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar?,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar,Agradou ?
22,1214,1214,Alien,1979,Horror,Thriller,14,117,Ridley+AF8-Scott,No,UK,11000000,Sigourney+AF8-Weaver,No,8.5,Yes,Sim
22,1215,1215,Army of Darkness,1992,Horror,Comedy,16,81,Sam+AF8-Raimi,No,USA,11000000,Bruce+AF8-Campbell,No,7.6,No,Sim
22,610,610,Heavy Metal,1981,Animation,Horror,18,86,Gerald+AF8-Potterton,No,USA,9300000,?,?,6.7,No,Sim
22,1073,1073,Willy Wonka and the Chocolate Factory,1971,Family,Adventure,Livre,100,Mel+AF8-Stuart,No,USA,3000000,Gene+AF8-Wilder,No,7.8,No,N+AOM-o
22,542,542,Son in Law,1993,Comedy,?,Rated PG+AC0-13 for elements of sensuality,95,Steve+AF8-Rash,No,USA,?,Pauly+AF8-Shore,No,5.7,No,N+AOM-o
22,543,543,So I Married an Axe Murderer,1993,Comedy,Romance,Rated PG+AC0-13 for nudity language and mock terror,93,Thomas+AF8-Schlamme,No,USA,20000000,Mike+AF8-Myers,No,6.4,No,Sim
22,546,546,Super Mario Bros.,1993,Family,Adventure,Livre,104,Annabel+AF8-Jankel,No,UK,42000000,Bob+AF8-Hoskins,No,4.0,No,N+AOM-o
22,473,473,In the Army Now,1994,Comedy,War,Rated PG for some war action mild language and comic sensuality,91,Daniel+AF8-Petrie+AF8-Jr.,No,USA,?,Pauly+AF8-Shore,No,4.8,No,N+AOM-o
22,474,474,In the Line of Fire,1993,Action,Thriller,Rated R for violence and language,128,Wolfgang+AF8-Petersen,No,USA,40000000,Clint+AF8-Eastwood,No,7.2,No,N+AOM-o
22,2450,2450,Howard the Duck,1986,Family,Adventure,?,110,Willard+AF8-Huyck,No,USA,35000000,Lea+AF8-Thompson,No,4.6,No,N+AOM-o
22,81,81,Things to Do in Denver when You're Dead,1995,Drama,Romance,Rated R for strong graphic violence and language and for brief images of a sex film,115,Gary+AF8-Fleder,No,USA,7000000,Andy+AF8-Garcia,No,6.8,No,Sim
22,3253,3253,Wayne's World,1992,Comedy,?,Rated PG+AC0-13 for sex related dialogue,94,Penelope+AF8-Spheeris,No,USA,20000000,Mike+AF8-Myers,No,7.0,No,Sim
22,3254,3254,Wayne's World 2,1993,Comedy,?,Rated PG+AC0-13 for ribald humor,95,Stephen+AF8-Surjik,No,USA,40000000,Mike+AF8-Myers,No,6.1,No,N+AOM-o
22,3255,3255,League of Their Own,1992,Drama,Comedy,Rated PG for language,128,Penny+AF8-Marshall,No,USA,40000000,Tom+AF8-Hanks,Yes,7.2,No,N+AOM-o
22,3257,3257,Bodyguard,1992,Drama,Romance,Rated R for language,129,Mick+AF8-Jackson,No,USA,25000000,Kevin+AF8-Costner,No,6.2,No,N+AOM-o
22,1653,1653,Gattaca,1997,Drama,Sci+AC0-Fi,14,106,Andrew+AF8-Niccol,No,USA,36000000,Ethan+AF8-Hawke,No,7.8,No,N+AOM-o
22,1580,1580,Men in Black,1997,Sci+AC0-Fi,Action,Livre,98,Barry+AF8-Sonnenfeld,No,USA,90000000,Tommy+AF8-Lee+AF8-Jones,Yes,7.3,Yes,N+AOM-o
22,110,110,Braveheart,1995,Drama,War,16,178,Mel+AF8-Gibson,Yes,USA,72000000,Mel+AF8-Gibson,No,8.4,Yes,Sim
22,3258,3258,Death Becomes Her,1992,Comedy,?,12,104,Robert+AF8-Zemeckis,Yes,USA,55000000,Meryl+AF8-Streep,Yes,6.4,Yes,N+AOM-o
22,111,111,Taxi Driver,1976,Drama,Thriller,14,113,Martin+AF8-Scorsese,Yes,USA,1300000,Robert+AF8-De+AF8-Niro,Yes,8.3,No,Sim
22,112,112,Rumble in the Bronx,1995,Action,Crime,14,104,Stanley+AF8-Tong,No,Hong Kong,7500000,Jackie+AF8-Chan,No,6.7,No,N+AOM-o
22,1584,1584,Contact,1997,Drama,Sci+AC0-Fi,Livre,150,Robert+AF8-Zemeckis,Yes,USA,90000000,Jodie+AF8-Foster,Yes,7.4,No,Sim
22,3835,3835,Crush,1993,Thriller,?,Rated R for language and terror violence,89,Alan+AF8-Shapiro,No,USA,6000000,Cary+AF8-Elwes,No,5.7,No,N+AOM-o
22,1222,1222,Full Metal Jacket,1987,Drama,War,16,116,Stanley+AF8-Kubrick,No,UK,30000000,Matthew+AF8-Modine,No,8.3,No,Sim
22,1225,1225,Amadeus,1984,Drama,?,Livre,160,Milos+AF8-Forman,Yes,USA,18000000,F.+AF8-Murray+AF8-Abraham,Yes,8.3,Yes,Sim
22,1080,1080,Monty Python's Life of Brian,1979,Comedy,?,18,94,Terry+AF8-Jones,No,UK,4000000,Graham+AF8-Chapman,No,8.1,No,Sim
22,3698,3698,Running Man,1987,Sci+AC0-Fi,Action,12,101,Paul+AF8-Michael+AF8-Glaser,No,USA,27000000,Arnold+AF8-Schwarzenegger,No,6.6,No,Sim
22,480,480,Jurassic Park,1993,Sci+AC0-Fi,Action,Livre,127,Steven+AF8-Spielberg,Yes,USA,63000000,Sam+AF8-Neill,No,8.1,Yes,N+AOM-o
22,555,555,True Romance,1993,Action,Crime,18,120,Tony+AF8-Scott,No,USA,13000000,Christian+AF8-Slater,No,8.0,No,Sim
22,1089,1089,Reservoir Dogs,1992,Thriller,Crime,18,99,Quentin+AF8-Tarantino,No,USA,1200000,Harvey+AF8-Keitel,No,8.3,No,Sim
22,485,485,Last Action Hero,1993,Comedy,Action,12,130,John+AF8-McTiernan,No,USA,85000000,Arnold+AF8-Schwarzenegger,No,6.2,No,Sim
22,1732,1732,Big Lebowski,1998,Comedy,Thriller,14,117,Joel+AF8-Coen,Yes,USA,15000000,Jeff+AF8-Bridges,Yes,8.2,No,Sim
22,2391,2391,Simple Plan,1998,Thriller,Crime,Rated R for violence and language,121,Sam+AF8-Raimi,No,UK,30000000,Bill+AF8-Paxton,No,7.5,No,Sim
22,95,95,Broken Arrow,1996,Action,Thriller,12,108,John+AF8-Woo,No,USA,50000000,John+AF8-Travolta,No,6.0,No,Sim
22,3267,3267,Mariachi,1992,Action,Thriller,14,81,Robert+AF8-Rodriguez,No,USA,7000,Carlos+AF8-Gallardo,No,6.9,No,N+AOM-o
22,2393,2393,Star Trek: Insurrection,1998,Sci+AC0-Fi,Action,Livre,103,Jonathan+AF8-Frakes,No,USA,58000000,Patrick+AF8-Stewart,No,6.4,No,N+AOM-o
22,2395,2395,Rushmore,1998,Comedy,?,Rated R for language and brief nudity,93,Wes+AF8-Anderson,No,USA,9000000,Jason+AF8-Schwartzman,No,7.7,No,Sim
22,2396,2396,Shakespeare in Love,1998,Comedy,Romance,14,123,John+AF8-Madden,No,USA,25000000,Gwyneth+AF8-Paltrow,Yes,7.2,Yes,N+AOM-o
22,2100,2100,Splash,1984,Comedy,Romance,?,111,Ron+AF8-Howard,Yes,USA,8000000,Tom+AF8-Hanks,Yes,6.2,No,N+AOM-o
22,1597,1597,Conspiracy Theory,1997,Action,Thriller,14,135,Richard+AF8-Donner,No,USA,75000000,Mel+AF8-Gibson,No,6.7,No,N+AOM-o
22,3917,3917,Hellraiser,1987,Horror,?,?,94,Clive+AF8-Barker,No,UK,1000000,Andrew+AF8-Robinson,No,7.0,No,Sim
22,2108,2108,L.A. Story,1991,Comedy,Romance,?,95,Mick+AF8-Jackson,No,USA,?,Steve+AF8-Martin,No,6.7,No,N+AOM-o
22,1091,1091,Weekend at Bernie's,1989,Comedy,?,?,97,Ted+AF8-Kotcheff,No,USA,?,Andrew+AF8-McCarthy,No,6.4,No,N+AOM-o
22,708,708,Truth About Cats +ACY- Dogs,1996,Comedy,Romance,Rated PG+AC0-13 on appeal for a sex+AC0-related scene and brief strong language,97,Michael+AF8-Lehmann,No,USA,?,Uma+AF8-Thurman,No,6.3,No,N+AOM-o
22,1097,1097,E.T. the Extra+AC0-Terrestrial,1982,Family,Fantasy,Livre,115,Steven+AF8-Spielberg,Yes,USA,10500000,Henry+AF8-Thomas,No,7.9,Yes,N+AOM-o
22,2542,2542,Lock,1998,Comedy,Thriller,18,107,Guy+AF8-Ritchie,No,UK,?,Jason+AF8-Flemyng,No,8.2,No,Sim
22,2616,2616,Dick Tracy,1990,Action,Crime,12,105,Warren+AF8-Beatty,Yes,USA,47000000,Warren+AF8-Beatty,No,6.1,Yes,N+AOM-o
22,2470,2470,Crocodile Dundee,1986,Comedy,Adventure,?,97,Peter+AF8-Faiman,No,Australia,8800000,Paul+AF8-Hogan,No,6.5,No,N+AOM-o
22,2617,2617,Mummy,1999,Horror,Thriller,12,125,Stephen+AF8-Sommers,No,USA,80000000,Brendan+AF8-Fraser,No,7.0,No,N+AOM-o
22,1673,1673,Boogie Nights,1997,Drama,?,18,155,Paul+AF8-Thomas+AF8-Anderson,No,USA,15000000,Mark+AF8-Wahlberg,No,7.9,No,Sim
22,1747,1747,Wag the Dog,1997,Drama,Comedy,14,97,Barry+AF8-Levinson,Yes,USA,15000000,Dustin+AF8-Hoffman,Yes,7.1,No,Sim
22,1748,1748,Dark City,1998,Sci+AC0-Fi,Thriller,14,100,Alex+AF8-Proyas,No,Australia,27000000,Rufus+AF8-Sewell,No,7.7,No,Sim
22,2478,2478,Three Amigos+ACE-,1986,Comedy,Western,?,104,John+AF8-Landis,No,USA,25000000,Steve+AF8-Martin,No,6.4,No,N+AOM-o
22,1676,1676,Starship Troopers,1997,Sci+AC0-Fi,Action,16,129,Paul+AF8-Verhoeven,No,USA,105000000,Casper+AF8-Van+AF8-Dien,No,7.2,No,Sim
22,208,208,Waterworld,1995,Action,Adventure,12,135,Kevin+AF8-Reynolds,No,USA,175000000,Kevin+AF8-Costner,No,6.1,No,N+AOM-o
22,1240,1240,Terminator,1984,Sci+AC0-Fi,Action,14,107,James+AF8-Cameron,Yes,UK,6400000,Arnold+AF8-Schwarzenegger,No,8.0,No,Sim
22,2046,2046,Flight of the Navigator,1986,Family,Adventure,?,90,Randal+AF8-Kleiser,No,USA,9000000,Joey+AF8-Cramer,No,6.9,No,Sim
22,2985,2985,Robocop,1987,Sci+AC0-Fi,Action,14,102,Paul+AF8-Verhoeven,No,USA,13000000,Peter+AF8-Weller,No,7.5,No,N+AOM-o
22,1246,1246,Dead Poets Society,1989,Drama,?,12,128,Peter+AF8-Weir,No,USA,16400000,Robin+AF8-Williams,Yes,8.0,Yes,N+AOM-o
22,1247,1247,Graduate,1967,Drama,Romance,14,106,Mike+AF8-Nichols,Yes,USA,3000000,Dustin+AF8-Hoffman,Yes,8.0,Yes,Sim
24,2987,2987,Who Framed Roger Rabbit,1988,Animation,Adventure,10,104,Robert+AF8-Zemeckis,Yes,USA,70000000,?,?,7.7,Yes,Sim
24,3424,3424,Do the Right Thing,1989,Drama,Comedy,14,120,Spike+AF8-Lee,No,USA,6500000,Danny+AF8-Aiello,No,7.9,No,Sim
24,648,648,Mission: Impossible,1996,Action,Adventure,Livre,110,Brian+AF8-De+AF8-Palma,No,USA,80000000,Tom+AF8-Cruise,No,7.1,No,N+AOM-o
24,3354,3354,Mission to Mars,2000,Sci+AC0-Fi,?,14,114,Brian+AF8-De+AF8-Palma,No,USA,100000000,Tim+AF8-Robbins,Yes,5.6,No,N+AOM-o
24,2628,2628,Star Wars: Episode I +AC0- The Phantom Menace,1999,Sci+AC0-Fi,Action,Livre,136,George+AF8-Lucas,No,USA,115000000,Ewan+AF8-McGregor,No,6.5,No,N+AOM-o
24,1259,1259,Stand by Me,1986,Drama,Comedy,12,89,Rob+AF8-Reiner,No,USA,8000000,Wil+AF8-Wheaton,No,8.1,No,Sim
24,3361,3361,Bull Durham,1988,Comedy,?,16,108,Ron+AF8-Shelton,No,USA,7000000,Kevin+AF8-Costner,No,7.1,No,Sim
24,585,585,Brady Bunch Movie,1995,Comedy,?,Rated PG+AC0-13 for racy innuendos,90,Betty+AF8-Thomas,No,USA,12000000,Shelley+AF8-Long,No,5.9,No,Sim
24,3000,3000,Princess Mononoke,1997,Animation,Adventure,12,134,Hayao+AF8-Miyazaki,No,Japan,?,?,?,8.4,No,Sim
24,153,153,Batman Forever,1995,Comedy,Action,10,121,Joel+AF8-Schumacher,No,USA,100000000,Val+AF8-Kilmer,No,5.4,No,Sim
24,2132,2132,Who's Afraid of Virginia Woolf,1966,Drama,?,?,131,Mike+AF8-Nichols,Yes,USA,7500000,Elizabeth+AF8-Taylor,Yes,8.1,Yes,Sim
24,2064,2064,Roger +ACY- Me,1989,Comedy,Documentary,?,91,Michael+AF8-Moore,No,USA,160000,Michael+AF8-Moore,No,7.5,No,Sim
24,802,802,Phenomenon,1996,Drama,Romance,Rated PG for language and mild sensuality,123,Jon+AF8-Turteltaub,No,USA,32000000,John+AF8-Travolta,No,6.4,No,N+AOM-o
24,1263,1263,Deer Hunter,1978,Drama,War,18,183,Michael+AF8-Cimino,Yes,USA,15000000,Robert+AF8-De+AF8-Niro,Yes,8.2,Yes,Sim
24,1265,1265,Groundhog Day,1993,Comedy,Romance,Livre,101,Harold+AF8-Ramis,No,USA,14600000,Bill+AF8-Murray,No,8.0,No,Sim
24,1193,1193,One Flew Over the Cuckoo's Nest,1975,Drama,?,14,133,Milos+AF8-Forman,Yes,USA,4400000,Jack+AF8-Nicholson,Yes,8.7,Yes,Sim
24,590,590,Dances with Wolves,1990,Drama,Western,14,181,Kevin+AF8-Costner,Yes,USA,22000000,Kevin+AF8-Costner,No,8.0,Yes,Sim
24,1197,1197,Princess Bride,1987,Comedy,Romance,Livre,98,Rob+AF8-Reiner,No,USA,16000000,Cary+AF8-Elwes,No,8.1,No,Sim
24,1198,1198,Raiders of the Lost Ark,1981,Action,Adventure,Livre,115,Steven+AF8-Spielberg,Yes,USA,18000000,Harrison+AF8-Ford,No,8.5,Yes,Sim
24,2640,2640,Superman,1978,Sci+AC0-Fi,Action,Livre,143,Richard+AF8-Donner,No,USA,55000000,Christopher+AF8-Reeve,No,7.3,No,Sim
24,592,592,Batman,1989,Drama,Action,12,126,Tim+AF8-Burton,No,USA,35000000,Michael+AF8-Keaton,No,7.6,Yes,Sim
24,593,593,Silence of the Lambs,1991,Drama,Thriller,14,118,Jonathan+AF8-Demme,Yes,USA,19000000,Jodie+AF8-Foster,Yes,8.6,Yes,Sim
24,2716,2716,Ghostbusters,1984,Horror,Comedy,Livre,105,Ivan+AF8-Reitman,No,USA,30000000,Bill+AF8-Murray,No,7.8,No,Sim
24,597,597,Pretty Woman,1990,Comedy,Romance,12,119,Garry+AF8-Marshall,No,USA,14000000,Richard+AF8-Gere,No,6.9,No,Sim
24,3448,3448,Good Morning,1987,Drama,War,Livre,121,Barry+AF8-Levinson,Yes,USA,13000000,Robin+AF8-Williams,Yes,7.3,No,Sim
24,303,303,Quick and the Dead,1995,Action,Adventure,Rated R for western violence,107,Sam+AF8-Raimi,No,Japan,32000000,Sharon+AF8-Stone,No,6.4,No,Sim
24,1777,1777,Wedding Singer,1998,Comedy,Romance,Livre,95,Frank+AF8-Coraci,No,USA,18000000,Adam+AF8-Sandler,No,6.8,No,Sim
24,2144,2144,Sixteen Candles,1984,Comedy,?,?,93,John+AF8-Hughes,No,USA,6500000,Molly+AF8-Ringwald,No,7.2,No,Sim
24,2145,2145,Pretty in Pink,1986,Drama,Romance,?,96,Howard+AF8-Deutch,No,USA,9000000,Molly+AF8-Ringwald,No,6.7,No,Sim
24,1270,1270,Back to the Future,1985,Sci+AC0-Fi,Comedy,Livre,116,Robert+AF8-Zemeckis,Yes,USA,19000000,Michael+AF8-J.+AF8-Fox,No,8.5,Yes,Sim
24,2723,2723,Mystery Men,1999,Comedy,Action,Rated PG+AC0-13 for comic action violence and crude humor,121,Kinka+AF8-Usher,No,USA,68000000,Ben+AF8-Stiller,No,6.0,No,N+AOM-o
24,3526,3526,Parenthood,1989,Drama,Comedy,?,124,Ron+AF8-Howard,Yes,USA,31000000,Steve+AF8-Martin,No,7.0,No,Sim
24,2657,2657,Rocky Horror Picture Show,1975,Horror,Comedy,18,100,Jim+AF8-Sharman,No,UK,1200000,Tim+AF8-Curry,No,7.4,No,Sim
24,1784,1784,As Good As It Gets,1997,Drama,Comedy,Livre,139,James+AF8-L.+AF8-Brooks,Yes,USA,50000000,Jack+AF8-Nicholson,Yes,7.7,Yes,N+AOM-o
24,1788,1788,Men With Guns,1997,Drama,Action,Rated R for language and some violent images,127,John+AF8-Sayles,No,USA,2500000,Federico+AF8-Luppi,No,7.6,No,N+AOM-o
24,318,318,Shawshank Redemption,1994,Drama,?,16,142,Frank+AF8-Darabont,No,USA,25000000,Tim+AF8-Robbins,Yes,9.3,No,Sim
24,175,175,Kids,1995,Drama,?,?,91,Larry+AF8-Clark,No,USA,1500000,Leo+AF8-Fitzpatrick,No,7.0,No,Sim
24,2081,2081,Little Mermaid,1989,Animation,Family,Livre,83,Ron+AF8-Clements,No,USA,40000000,?,?,7.6,Yes,Sim
24,1358,1358,Sling Blade,1996,Drama,Thriller,Rated R for strong language including descriptions of violent and sexual behavior,135,Billy+AF8-Bob+AF8-Thornton,No,USA,890000,Billy+AF8-Bob+AF8-Thornton,No,8.0,Yes,Sim
24,1288,1288,This Is Spinal Tap,1984,Drama,Comedy,?,82,Rob+AF8-Reiner,No,USA,2500000,Rob+AF8-Reiner,No,8.0,No,Sim
24,3608,3608,Pee+AC0-wee's Big Adventure,1985,Comedy,?,Livre,91,Tim+AF8-Burton,No,USA,6000000,Paul+AF8-Reubens,No,7.0,No,N+AOM-o
24,2734,2734,Mosquito Coast,1986,Drama,?,?,117,Peter+AF8-Weir,No,USA,25000000,Harrison+AF8-Ford,No,6.6,No,N+AOM-o
24,2301,2301,History of the World: Part I,1981,Comedy,?,14,92,Mel+AF8-Brooks,No,USA,11000000,Mel+AF8-Brooks,No,6.9,No,Sim
24,3104,3104,Midnight Run,1988,Comedy,Action,?,126,Martin+AF8-Brest,No,USA,30000000,Robert+AF8-De+AF8-Niro,Yes,7.6,No,Sim
24,329,329,Star Trek: Generations,1994,Sci+AC0-Fi,Action,Livre,118,David+AF8-Carson,No,USA,35000000,Patrick+AF8-Stewart,No,6.6,No,N+AOM-o
24,3039,3039,Trading Places,1983,Comedy,?,?,116,John+AF8-Landis,No,USA,?,Eddie+AF8-Murphy,No,7.5,No,Sim
24,902,902,Breakfast at Tiffany's,1961,Drama,Romance,Livre,115,Blake+AF8-Edwards,No,USA,2500000,Audrey+AF8-Hepburn,Yes,7.7,Yes,Sim
24,1291,1291,Indiana Jones and the Last Crusade,1989,Action,Adventure,Livre,127,Steven+AF8-Spielberg,Yes,USA,48000000,Harrison+AF8-Ford,No,8.3,Yes,Sim
24,1296,1296,Room with a View,1985,Drama,Romance,?,117,James+AF8-Ivory,No,UK,3000000,Maggie+AF8-Smith,Yes,7.4,Yes,Sim
24,3471,3471,Close Encounters of the Third Kind,1977,Drama,Sci+AC0-Fi,Livre,132,Steven+AF8-Spielberg,Yes,USA,20000000,Richard+AF8-Dreyfuss,Yes,7.7,Yes,Sim
24,2671,2671,Notting Hill,1999,Comedy,Romance,Rated PG+AC0-13 for sexual content and brief strong language,124,Roger+AF8-Michell,No,UK,42000000,Hugh+AF8-Grant,No,7.0,No,Sim
24,260,260,Star Wars: Episode IV +AC0- A New Hope,1977,Sci+AC0-Fi,Action,10,121,George+AF8-Lucas,No,USA,11000000,Mark+AF8-Hamill,No,8.7,Yes,Sim
24,261,261,Little Women,1994,Drama,?,Livre,115,Gillian+AF8-Armstrong,No,USA,15000000,Susan+AF8-Sarandon,Yes,7.3,No,Sim
24,266,266,Legends of the Fall,1994,Drama,Western,Rated R for violenceand for some sexuality and language,133,Edward+AF8-Zwick,No,USA,30000000,Brad+AF8-Pitt,No,7.5,Yes,N+AOM-o
24,2243,2243,Broadcast News,1987,Drama,Romance,?,133,James+AF8-L.+AF8-Brooks,Yes,USA,20000000,William+AF8-Hurt,Yes,7.2,No,Sim
24,1441,1441,Benny +ACY- Joon,1993,Comedy,Romance,Rated PG for theme a scene of mild sensuality and one use of harsh language,98,Jeremiah+AF8-S.+AF8-Chechik+AF8-(as+AF8-Jeremiah+AF8-Chechik),No,USA,?,Johnny+AF8-Depp,No,7.2,No,Sim
24,2245,2245,Working Girl,1988,Drama,Comedy,?,113,Mike+AF8-Nichols,Yes,USA,28000000,Melanie+AF8-Griffith,No,6.7,Yes,Sim
24,2174,2174,Beetlejuice,1988,Comedy,Fantasy,Livre,92,Tim+AF8-Burton,No,USA,15000000,Alec+AF8-Baldwin,No,7.5,Yes,N+AOM-o
24,912,912,Casablanca,1942,Drama,Romance,12,102,Michael+AF8-Curtiz,Yes,USA,950000,Humphrey+AF8-Bogart,Yes,8.5,Yes,Sim
24,2248,2248,Say Anything...,1989,Drama,Romance,?,100,Cameron+AF8-Crowe,No,USA,?,John+AF8-Cusack,No,7.4,No,Sim
24,1377,1377,Batman Returns,1992,Comedy,Action,12,126,Tim+AF8-Burton,No,USA,80000000,Michael+AF8-Keaton,No,7.0,No,Sim
24,919,919,Wizard of Oz,1939,Family,Adventure,Livre,102,Victor+AF8-Fleming,Yes,USA,2800000,Judy+AF8-Garland,Yes,8.1,Yes,Sim
24,3552,3552,Caddyshack,1980,Comedy,?,?,98,Harold+AF8-Ramis,No,USA,6000000,Chevy+AF8-Chase,No,7.3,No,Sim
24,2683,2683,Austin Powers: The Spy Who Shagged Me,1999,Comedy,?,Rated PG+AC0-13 for sexual innuendo and crude humor,95,Jay+AF8-Roach,No,USA,33000000,Mike+AF8-Myers,No,6.6,No,Sim
24,2757,2757,Frances,1982,Drama,?,?,140,Graeme+AF8-Clifford,No,USA,?,Jessica+AF8-Lange,Yes,7.4,No,Sim
24,1958,1958,Terms of Endearment,1983,Drama,Comedy,14,132,James+AF8-L.+AF8-Brooks,Yes,USA,8000000,Shirley+AF8-MacLaine,Yes,7.4,Yes,Sim
24,1959,1959,Out of Africa,1985,Drama,Romance,16,161,Sydney+AF8-Pollack,Yes,USA,31000000,Meryl+AF8-Streep,Yes,7.2,Yes,Sim
24,3129,3129,Sweet and Lowdown,1999,Drama,Comedy,Rated PG+AC0-13 for sexual content and some substance abuse,95,Woody+AF8-Allen,Yes,USA,29750000,Sean+AF8-Penn,Yes,7.3,No,Sim
24,920,920,Gone with the Wind,1939,Drama,Romance,Livre,238,Victor+AF8-Fleming,Yes,USA,3977000,Clark+AF8-Gable,Yes,8.2,Yes,Sim
24,3707,3707,Nine 1/2 Weeks,1986,Drama,?,18,117,Adrian+AF8-Lyne,No,USA,17000000,Mickey+AF8-Rourke,No,5.9,No,N+AOM-o
24,858,858,Godfather,1972,Drama,Action,14,175,Francis+AF8-Ford+AF8-Coppola,Yes,USA,6000000,Marlon+AF8-Brando,Yes,9.2,Yes,Sim
24,2836,2836,Outside Providence,1999,Comedy,?,Rated R for pervasive teen drug use and strong language including sexual references,96,Michael+AF8-Corrente,No,USA,7000000,Shawn+AF8-Hatosy,No,6.4,No,Sim
24,2692,2692,Run Lola Run,1998,Action,Crime,12,81,Tom+AF8-Tykwer,No,Germany,?,Franka+AF8-Potente,No,7.8,No,Sim
24,1027,1027,Robin Hood: Prince of Thieves,1991,Drama,?,?,143,Kevin+AF8-Reynolds,No,USA,48000000,Kevin+AF8-Costner,No,6.9,No,N+AOM-o
24,1965,1965,Repo Man,1984,Sci+AC0-Fi,Comedy,?,92,Alex+AF8-Cox,No,USA,1500000,Harry+AF8-Dean+AF8-Stanton,No,6.9,No,N+AOM-o
24,1968,1968,Breakfast Club,1985,Drama,Comedy,14,97,John+AF8-Hughes,No,USA,1000000,Emilio+AF8-Estevez,No,7.9,No,Sim
24,425,425,Blue Sky,1994,Drama,Romance,?,101,Tony+AF8-Richardson,Yes,USA,16000000,Jessica+AF8-Lange,Yes,6.5,Yes,Sim
24,2406,2406,Romancing the Stone,1984,Comedy,Romance,Livre,106,Robert+AF8-Zemeckis,Yes,USA,10000000,Michael+AF8-Douglas,Yes,6.9,No,Sim
24,2407,2407,Cocoon,1985,Sci+AC0-Fi,Comedy,?,117,Ron+AF8-Howard,Yes,USA,17500000,Don+AF8-Ameche,Yes,6.7,Yes,Sim
24,1535,1535,Love+ACE- Valour+ACE- Compassion+ACE-,1997,Drama,Romance,Rated R for graphic nuditysome sexuality and strong language,108,Joe+AF8-Mantello,No,USA,?,Jason+AF8-Alexander,No,6.8,No,Sim
24,1394,1394,Raising Arizona,1987,Comedy,?,12,94,Joel+AF8-Coen,Yes,USA,6000000,Nicolas+AF8-Cage,Yes,7.4,No,Sim
24,2915,2915,Risky Business,1983,Comedy,?,?,99,Paul+AF8-Brickman,No,USA,6200000,Tom+AF8-Cruise,No,6.8,No,Sim
24,2918,2918,Ferris Bueller's Day Off,1986,Comedy,?,Livre,103,John+AF8-Hughes,No,USA,6000000,Matthew+AF8-Broderick,No,7.8,No,Sim
24,500,500,Mrs. Doubtfire,1993,Comedy,?,Livre,125,Chris+AF8-Columbus,No,USA,25000000,Robin+AF8-Williams,Yes,6.9,Yes,N+AOM-o
24,3210,3210,Fast Times at Ridgemont High,1982,Comedy,?,?,90,Amy+AF8-Heckerling,No,USA,4500000,Sean+AF8-Penn,Yes,7.2,No,Sim
24,364,364,Lion King,1994,Animation,Family,Livre,88,Roger+AF8-Allers,No,USA,45000000,?,?,8.5,Yes,Sim
24,3072,3072,Moonstruck,1987,Comedy,?,?,102,Norman+AF8-Jewison,No,USA,15000000,Cher,Yes,7.1,Yes,Sim
24,296,296,Pulp Fiction,1994,Drama,Crime,18,154,Quentin+AF8-Tarantino,No,USA,8000000,John+AF8-Travolta,No,8.9,Yes,Sim
24,2858,2858,American Beauty,1999,Drama,Comedy,14,122,Sam+AF8-Mendes,Yes,USA,15000000,Kevin+AF8-Spacey,Yes,8.4,Yes,Sim
24,372,372,Reality Bites,1994,Drama,Comedy,Rated PG+AC0-13 for some languagedrug content and sensuality,99,Ben+AF8-Stiller,No,USA,11500000,Winona+AF8-Ryder,No,6.6,No,N+AOM-o
24,50,50,Usual Suspects,1995,Thriller,Crime,14,106,Bryan+AF8-Singer,No,USA,6000000,Kevin+AF8-Spacey,Yes,8.6,Yes,Sim
24,2424,2424,You've Got Mail,1998,Comedy,Romance,14,119,Nora+AF8-Ephron,No,USA,65000000,Tom+AF8-Hanks,Yes,6.6,No,N+AOM-o
24,3081,3081,Sleepy Hollow,1999,Horror,Romance,18,105,Tim+AF8-Burton,No,USA,100000000,Johnny+AF8-Depp,No,7.4,Yes,Sim
24,2352,2352,Big Chill,1983,Drama,Comedy,?,105,Lawrence+AF8-Kasdan,No,USA,?,Tom+AF8-Berenger,No,7.2,No,Sim
24,953,953,It's a Wonderful Life,1946,Drama,?,Livre,130,Frank+AF8-Capra,Yes,USA,3180000,James+AF8-Stewart,Yes,8.6,No,Sim
24,2791,2791,Airplane+ACE-,1980,Comedy,?,?,88,Jim+AF8-Abrahams,No,USA,3500000,Robert+AF8-Hays,No,7.8,No,Sim
24,2795,2795,Vacation,1983,Comedy,?,16,98,Harold+AF8-Ramis,No,USA,15000000,Chevy+AF8-Chase,No,7.4,No,Sim
24,1057,1057,Everyone Says I Love You,1996,Comedy,Romance,12,101,Woody+AF8-Allen,Yes,USA,20000000,Woody+AF8-Allen,No,6.8,No,Sim
24,2797,2797,Big,1988,Comedy,Fantasy,?,104,Penny+AF8-Marshall,No,USA,18000000,Tom+AF8-Hanks,Yes,7.3,No,Sim
24,380,380,True Lies,1994,Comedy,Romance,14,141,James+AF8-Cameron,Yes,USA,115000000,Arnold+AF8-Schwarzenegger,No,7.2,No,N+AOM-o
